FILIAAL_NUM;DATUM;TIJDSTIP;KLANT_NUM;NASA_NUM;OMSCH;INHOUD_AANTAL;EENHEID;CE_AANTAL
2064;23/12/2013;15:48;63;800668;Grolsch herfstbok bl;50;centiliter;1
2064;23/12/2013;15:48;63;809035;toastzalm;130;gram;1
2064;23/12/2013;15:48;63;812592;seizoens paddenstoelenmelange 150gr;150;gram;2
2066;21/12/2013;15:31;2;20988;Uien middel;1;kilogram;1
2066;21/12/2013;15:31;2;28612;Frans stokbrood wit;400;gram;3
2066;21/12/2013;15:31;2;63657;Keukenpapier decor;2;rol;1
2066;21/12/2013;15:31;2;80042;Intense rood;1,5;liter;10
2066;21/12/2013;15:31;2;522016;Witte asperges;280;gram;2
2066;21/12/2013;15:31;2;574009;Silverskin onions sweet   sour;320;gram;1
2066;21/12/2013;15:31;2;583264;Extra zacht en extra sterk toiletpapier;16;rol;1
2066;21/12/2013;15:31;2;593457;Coca cola regular 4fl;6;liter;1
2066;21/12/2013;15:31;2;604267;Party croissants;250;gram;1
2066;21/12/2013;15:31;2;624317;Rosties;600;gram;1
2066;21/12/2013;15:31;2;639812;Hazenrugfilet.;1;kilogram;1
2066;21/12/2013;15:31;2;752363;Bacon reepjes;150;gram;1
2066;21/12/2013;15:31;2;761805;Rundvleessalade;1;kilogram;3
2066;21/12/2013;15:31;2;788162;Boeren Achterham vvp;1;kilogram;2
2066;21/12/2013;15:31;2;794923;stokbrood bruin 400gr;400;gram;1
2066;21/12/2013;15:31;2;803993;shoarma groot 850 gram;850;gram;1
2066;21/12/2013;15:31;2;807626;romige knoflooksaus;225;gram;1
2066;21/12/2013;15:31;2;811084;Witte chocolademousse bak;325;gram;1
2066;27/12/2013;19:51;2;11945;Magere melk 0  vet;1;liter;6
2066;27/12/2013;19:51;2;20867;Kiwi groen los kg;1;kilogram;1
2066;27/12/2013;19:51;2;20872;Bananen;1;kilogram;1
2066;27/12/2013;19:51;2;20971;Spruiten;500;gram;1
2066;27/12/2013;19:51;2;45802;CH Vol NL 1,0L;1000;milliliter;4
